Year,State,District,Rape Cases,Abduction Cases,Murder Cases,Total Crimes,Population,Crime Rate,Arrests,Crime Clearance Rate
2023,Maharashtra,Chennai,239,140,33,412,27862093,1.478711596,116,28.16
2023,Kerala,Ahmedabad,75,143,30,248,16027068,1.547382216,54,21.77
2022,Kerala,Kolkata,256,102,30,388,13835689,2.804341728,332,85.57
2021,Maharashtra,Bengaluru,126,33,16,175,13326545,1.313168567,51,29.14
2020,Karnataka,Ahmedabad,132,51,42,225,3407277,6.603513598,212,94.22
2021,Gujarat,Mumbai,240,109,16,365,8302545,4.396242357,343,93.97
2021,Kerala,Bengaluru,223,112,27,362,7533729,4.805057363,331,91.44
2022,Bengaluru,Kolkata,60,89,36,185,19146848,0.966216476,102,55.14
2020,West Bengal,Jaipur,192,133,10,335,28107896,1.191835917,63,18.81
2020,Gujarat,Mumbai,173,72,39,284,24219005,1.172632815,226,79.58
2020,Bengaluru,Hyderabad,157,53,16,226,14113073,1.601352165,167,73.89
2023,Bengaluru,Kolkata,119,129,50,298,3658957,8.144397433,224,75.17
2021,Karnataka,Kolkata,98,144,24,266,3711234,7.16742733,176,66.17
2023,Bengaluru,Jaipur,123,134,39,296,1621922,18.24995283,255,86.15
2023,Tamil Nadu,Kolkata,294,56,7,357,7809658,4.571262916,242,67.79
2023,West Bengal,Kolkata,121,120,46,287,23648480,1.213608655,193,67.25
2020,Gujarat,Lucknow,267,113,15,395,15992267,2.469943755,213,53.92
2020,Karnataka,Bengaluru,57,74,32,163,6573645,2.479598457,108,66.26
2020,Bengaluru,Hyderabad,221,105,35,361,18814964,1.918685574,221,61.22
2023,Karnataka,Kolkata,66,125,30,221,6690519,3.303181711,60,27.15
2022,Gujarat,Kolkata,154,106,10,270,9450089,2.857115949,54,20
2023,Kerala,Ahmedabad,139,26,45,210,19115087,1.098608654,67,31.9
2023,Delhi,New Delhi,137,101,46,284,12985781,2.187007466,91,32.04
2023,Tamil Nadu,Ahmedabad,100,130,29,259,21377469,1.211555961,129,49.81
2022,Karnataka,Ahmedabad,182,110,22,314,25363569,1.23799612,101,32.17
2022,Uttar Pradesh,Hyderabad,153,30,43,226,12199493,1.852536003,160,70.8
2020,Gujarat,Bengaluru,152,64,14,230,11014036,2.088244491,187,81.3
2021,West Bengal,Ahmedabad,231,63,20,314,11424741,2.748421168,186,59.24
2023,Rajasthan,Kochi,101,127,14,242,26568851,0.910841045,229,94.63
2023,Uttar Pradesh,New Delhi,291,129,37,457,16776736,2.724010201,41,8.97
2022,Rajasthan,New Delhi,190,103,45,338,18811080,1.796813367,316,93.49
2023,West Bengal,Jaipur,106,95,28,229,10946631,2.091967839,199,86.9
2021,Rajasthan,Chennai,244,44,47,335,15872492,2.110569657,148,44.18
2022,Uttar Pradesh,Jaipur,61,143,5,209,1893490,11.03781905,201,96.17
2021,Delhi,Chennai,82,22,44,148,22550527,0.656303952,108,72.97
2022,Delhi,Lucknow,173,39,48,260,14386886,1.807201364,152,58.46
2021,Uttar Pradesh,Kolkata,197,91,34,322,13729107,2.345381968,44,13.66
2021,Kerala,Bengaluru,98,98,19,215,9350313,2.299388266,101,46.98
2023,Uttar Pradesh,Lucknow,282,110,17,409,22169481,1.844878552,96,23.47
2023,Karnataka,Kochi,113,115,47,275,4040072,6.806809384,171,62.18
2022,Delhi,Ahmedabad,90,91,25,206,20531934,1.003315129,68,33.01
2020,West Bengal,Lucknow,160,87,42,289,25638591,1.127207029,251,86.85
2020,Rajasthan,Chennai,164,129,5,298,15702955,1.897731987,145,48.66
2021,Tamil Nadu,Kolkata,52,55,40,147,4524216,3.249181737,65,44.22
2023,Gujarat,Chennai,85,61,37,183,25170531,0.727040681,129,70.49
2021,Bengaluru,Chennai,262,40,32,334,4678768,7.138631366,323,96.71
2021,Bengaluru,Hyderabad,242,12,15,269,5597292,4.805895422,56,20.82
2022,Maharashtra,Kochi,257,126,25,408,28232982,1.445118337,224,54.9
2022,Rajasthan,Kochi,127,38,8,173,25166478,0.687422372,156,90.17
2023,Delhi,Ahmedabad,155,63,6,224,6325654,3.541135826,199,88.84
2023,West Bengal,Mumbai,144,110,28,282,17072441,1.651784885,133,47.16
2022,West Bengal,Bengaluru,199,98,34,331,16400316,2.018253795,201,60.73
2022,Tamil Nadu,Kolkata,159,119,30,308,14270891,2.158239454,294,95.45
2023,Kerala,Jaipur,259,105,5,369,1521579,24.25112334,115,31.17
2020,Gujarat,New Delhi,149,20,15,184,28799678,0.638896032,49,26.63
2020,Gujarat,New Delhi,112,127,30,269,9200651,2.923706159,45,16.73
2023,Rajasthan,Lucknow,226,148,43,417,28023347,1.488044951,154,36.93
2020,Bengaluru,Lucknow,237,115,46,398,11142924,3.571773441,115,28.89
2023,Kerala,Chennai,256,117,25,398,23354403,1.70417544,174,43.72
2021,Tamil Nadu,Hyderabad,135,42,34,211,26924929,0.783660377,164,77.73
2020,Tamil Nadu,Lucknow,129,18,15,162,25195309,0.642976834,131,80.86
2020,Bengaluru,Chennai,169,45,49,263,4085313,6.437695227,132,50.19
2020,Rajasthan,Chennai,52,71,7,130,8339687,1.5588115,99,76.15
2020,Bengaluru,Lucknow,160,108,19,287,24305855,1.180785453,263,91.64
2021,Karnataka,Mumbai,165,10,42,217,3817717,5.684025296,163,75.12
2021,Bengaluru,Ahmedabad,295,29,33,357,3763549,9.485727434,244,68.35
2023,Delhi,Jaipur,56,96,46,198,8442592,2.345251316,149,75.25
2021,Tamil Nadu,Lucknow,117,74,24,215,15267881,1.408184934,186,86.51
2020,Rajasthan,Kolkata,278,66,25,369,8164930,4.519328396,252,68.29
2020,West Bengal,Kochi,73,132,26,231,28824893,0.801390659,177,76.62
2022,Bengaluru,New Delhi,229,38,10,277,10660825,2.598297974,164,59.21
2020,Maharashtra,Ahmedabad,251,72,42,365,5891284,6.195593355,259,70.96
2023,Bengaluru,Kolkata,233,84,38,355,4796813,7.400747121,158,44.51
2023,Gujarat,New Delhi,276,69,26,371,28288062,1.311507307,140,37.74
2020,Delhi,Mumbai,263,34,31,328,20831619,1.574529565,318,96.95
2022,West Bengal,Bengaluru,56,50,14,120,21508209,0.557926511,109,90.83
2023,Delhi,Mumbai,125,91,26,242,21286780,1.136855833,170,70.25
2022,Delhi,Jaipur,96,103,10,209,17379299,1.20258015,91,43.54
2021,Rajasthan,Jaipur,245,60,16,321,7097814,4.522519187,230,71.65
2023,Karnataka,Lucknow,199,134,32,365,12883276,2.833130331,356,97.53
2022,Kerala,Jaipur,88,36,48,172,9581927,1.795046028,108,62.79
2021,Tamil Nadu,Lucknow,164,35,49,248,27612876,0.898131727,143,57.66
2020,Delhi,Kolkata,142,29,31,202,6059668,3.333515962,106,52.48
2022,West Bengal,Hyderabad,255,70,10,335,15517151,2.158901463,142,42.39
2020,Tamil Nadu,Lucknow,193,11,23,227,9313263,2.437384191,131,57.71
2023,Rajasthan,Lucknow,246,115,10,371,15701683,2.362804038,253,68.19
2022,West Bengal,Chennai,287,143,38,468,6181252,7.571281676,299,63.89
2022,Kerala,Kolkata,141,53,12,206,24810669,0.83028797,63,30.58
2023,West Bengal,Jaipur,133,117,28,278,21103774,1.317299929,74,26.62
2022,Uttar Pradesh,Bengaluru,122,145,35,302,26756948,1.128678801,120,39.74
2021,Gujarat,Chennai,100,59,6,165,23065753,0.715346254,134,81.21
2023,Maharashtra,Bengaluru,171,43,16,230,25889708,0.888383909,98,42.61
2020,Kerala,Jaipur,197,148,49,394,2350315,16.7637104,297,75.38
2020,Karnataka,Bengaluru,234,64,35,333,22218634,1.498742002,50,15.02
2021,West Bengal,Chennai,110,76,31,217,19991738,1.085448399,119,54.84
2020,Maharashtra,New Delhi,120,127,42,289,2249048,12.84988137,39,13.49
2022,Gujarat,Lucknow,170,58,47,275,13562760,2.027610899,39,14.18
2022,Bengaluru,Jaipur,136,123,15,274,29314666,0.93468573,204,74.45
2020,Gujarat,Bengaluru,161,87,23,271,9875720,2.744103721,103,38.01
2023,West Bengal,Hyderabad,240,81,17,338,29645360,1.140144697,223,65.98
2022,Gujarat,New Delhi,75,66,27,168,22465777,0.747804093,150,89.29
2021,Delhi,Kolkata,181,45,27,253,14346611,1.763482679,218,86.17
2021,Kerala,Jaipur,288,122,8,418,12299400,3.398539766,388,92.82
2022,Kerala,Kochi,136,77,23,236,19165157,1.231401339,216,91.53
2023,Rajasthan,New Delhi,210,105,27,342,22876925,1.494956162,56,16.37
2022,Gujarat,Hyderabad,173,130,12,315,27120044,1.16150254,289,91.75
2023,Delhi,Chennai,76,16,35,127,3561740,3.565672958,62,48.82
2021,Kerala,Kolkata,295,94,6,395,9252915,4.268924982,326,82.53
2023,Karnataka,Lucknow,115,68,9,192,14096226,1.362066698,95,49.48
2021,Kerala,Hyderabad,99,27,45,171,29235199,0.58491136,170,99.42
2023,West Bengal,Ahmedabad,296,110,12,418,7620286,5.485358424,200,47.85
2023,Maharashtra,Bengaluru,123,12,35,170,25389711,0.669562564,86,50.59
2022,Maharashtra,Hyderabad,229,130,27,386,22746037,1.69699891,381,98.7
2023,Bengaluru,Kochi,164,134,33,331,8500925,3.893693922,312,94.26
2020,Kerala,Mumbai,141,131,7,279,10747077,2.596054723,73,26.16
2023,Rajasthan,Kolkata,260,20,30,310,14985123,2.068718422,192,61.94
2020,Rajasthan,Mumbai,149,128,15,292,20331470,1.436197186,117,40.07
2023,West Bengal,New Delhi,61,99,50,210,18627619,1.127358252,164,78.1
2023,Maharashtra,Mumbai,159,29,33,221,1145616,19.29093169,206,93.21
2023,Delhi,Ahmedabad,103,99,34,236,22624303,1.043126058,226,95.76
2022,Uttar Pradesh,Kolkata,124,47,31,202,19102140,1.057473142,70,34.65
2022,Maharashtra,Lucknow,160,17,8,185,26830250,0.689520224,148,80
2022,Gujarat,Kochi,192,34,44,270,15654257,1.724770457,184,68.15
2020,Delhi,New Delhi,74,49,10,133,10546458,1.261086898,74,55.64
2021,Uttar Pradesh,New Delhi,194,124,24,342,18178288,1.881365286,254,74.27
2021,Tamil Nadu,Lucknow,162,119,12,293,15317281,1.912872134,97,33.11
2022,Bengaluru,Lucknow,60,113,44,217,17787025,1.219990414,190,87.56
2022,Rajasthan,Ahmedabad,282,29,6,317,18858191,1.680967172,168,53
2021,Gujarat,Hyderabad,82,27,25,134,13777017,0.972634352,77,57.46
2022,Delhi,Ahmedabad,212,79,31,322,2839949,11.33823178,239,74.22
2020,Karnataka,Mumbai,167,12,32,211,29864880,0.706515479,32,15.17
2023,West Bengal,Kochi,155,138,33,326,22846419,1.426919466,284,87.12
2022,Tamil Nadu,Mumbai,191,12,41,244,20990421,1.162434998,237,97.13
2023,Tamil Nadu,Kolkata,249,40,35,324,17091682,1.895658953,105,32.41
2023,Tamil Nadu,Ahmedabad,256,138,28,422,24943113,1.69184977,362,85.78
2021,Gujarat,Chennai,208,49,48,305,18920515,1.612006861,101,33.11
2020,Rajasthan,Mumbai,298,74,30,402,14475204,2.777162933,293,72.89
2021,Uttar Pradesh,Bengaluru,267,67,10,344,11896745,2.891547226,305,88.66
2021,Bengaluru,New Delhi,162,29,20,211,14013714,1.505667948,205,97.16
2023,Kerala,Jaipur,242,19,14,275,1249227,22.01361322,56,20.36
2022,Maharashtra,Chennai,96,69,16,181,13902621,1.301912783,77,42.54
2021,Karnataka,Ahmedabad,109,62,50,221,16537217,1.336379634,47,21.27
2023,Rajasthan,Kolkata,279,16,8,303,12099202,2.504297391,64,21.12
2021,Uttar Pradesh,Bengaluru,106,30,21,157,10544364,1.488947081,68,43.31
2020,Gujarat,Lucknow,184,19,33,236,28003155,0.842762182,128,54.24
2022,Maharashtra,Jaipur,87,110,28,225,25741045,0.874090388,61,27.11
2023,Gujarat,Chennai,78,148,26,252,28278432,0.891138519,203,80.56
2023,Rajasthan,Bengaluru,125,48,15,188,11957211,1.572272999,181,96.28
2020,Karnataka,Hyderabad,188,145,40,373,13601247,2.742395605,233,62.47
2021,Tamil Nadu,Ahmedabad,159,60,27,246,6882755,3.574150177,212,86.18
2022,West Bengal,Mumbai,220,40,9,269,6546463,4.109089137,190,70.63
2022,Tamil Nadu,Mumbai,270,40,7,317,20948157,1.513259615,281,88.64
2022,West Bengal,Bengaluru,212,86,10,308,27666034,1.11327847,181,58.77
2021,Gujarat,Lucknow,91,104,16,211,23072116,0.914523835,185,87.68
2023,Kerala,New Delhi,283,94,29,406,13139183,3.089994256,111,27.34
2023,Gujarat,Kolkata,98,144,25,267,3581922,7.454098665,201,75.28
2022,Bengaluru,Chennai,72,89,28,189,16218612,1.165327834,37,19.58
2021,Gujarat,Jaipur,287,52,26,365,27536948,1.325491845,232,63.56
2023,Tamil Nadu,New Delhi,281,139,9,429,21087605,2.034370428,155,36.13
2020,Gujarat,Lucknow,202,124,13,339,3270235,10.3662275,153,45.13
2023,Karnataka,Ahmedabad,268,56,36,360,7245708,4.968458569,116,32.22
2020,Rajasthan,Hyderabad,119,105,24,248,22605685,1.097069166,200,80.65
2023,Uttar Pradesh,Kochi,116,69,43,228,12997138,1.754232355,130,57.02
2021,Gujarat,Ahmedabad,204,106,23,333,1456210,22.86758091,296,88.89
2022,Uttar Pradesh,Kolkata,208,65,45,318,26839358,1.184827148,247,77.67
2022,Tamil Nadu,Kochi,138,33,16,187,4584489,4.078971506,68,36.36
2022,Bengaluru,Kolkata,219,73,20,312,11297072,2.761777565,147,47.12
2023,Uttar Pradesh,Chennai,223,93,44,360,12385332,2.906664109,73,20.28
2020,Karnataka,Bengaluru,57,144,30,231,18146661,1.272961456,109,47.19
2023,Bengaluru,Ahmedabad,127,12,42,181,3348332,5.405676617,165,91.16
2020,Delhi,Bengaluru,241,135,6,382,7934576,4.814371934,84,21.99
2023,West Bengal,Lucknow,276,104,7,387,28184254,1.373107126,379,97.93
2021,Kerala,Mumbai,193,79,28,300,4382408,6.845551578,31,10.33
2023,Uttar Pradesh,New Delhi,101,145,5,251,1099122,22.83640942,37,14.74
2020,Karnataka,Kolkata,54,87,7,148,3541865,4.178589528,97,65.54
2022,Rajasthan,Jaipur,104,107,13,224,6902297,3.245296457,118,52.68
2023,Gujarat,Lucknow,268,119,36,423,26075073,1.622238987,308,72.81
2022,Uttar Pradesh,Kochi,185,92,16,293,25123070,1.166258741,81,27.65
2022,Kerala,Lucknow,236,102,33,371,20088838,1.846796714,200,53.91
2022,Uttar Pradesh,Ahmedabad,208,77,21,306,24978104,1.225072968,227,74.18
2021,Tamil Nadu,Bengaluru,93,37,48,178,11550119,1.541109663,170,95.51
2022,Gujarat,New Delhi,220,41,9,270,15660049,1.724132536,214,79.26
2023,Karnataka,Kolkata,215,40,10,265,20724185,1.278699259,74,27.92
2020,Uttar Pradesh,Jaipur,296,41,41,378,29576569,1.278038707,137,36.24
2023,Bengaluru,Jaipur,229,26,22,277,28754241,0.963336156,154,55.6
2020,Tamil Nadu,Mumbai,298,75,16,389,15126217,2.571693901,165,42.42
2020,Tamil Nadu,Lucknow,274,117,49,440,20064643,2.192912179,338,76.82
2022,Kerala,Lucknow,275,97,27,399,5339438,7.472696565,74,18.55
2022,Kerala,Kochi,155,64,38,257,25025670,1.026945532,236,91.83
2022,Bengaluru,Ahmedabad,297,111,43,451,18901840,2.386011097,430,95.34
2020,West Bengal,Chennai,74,107,23,204,3119523,6.539461321,113,55.39
2021,Gujarat,Hyderabad,85,139,50,274,2418636,11.32869932,233,85.04
2022,Tamil Nadu,Kochi,97,143,50,290,24609161,1.178422946,247,85.17
2022,Maharashtra,Jaipur,196,23,22,241,1841016,13.0905978,48,19.92
2020,Delhi,Hyderabad,68,28,13,109,1474342,7.393128596,76,69.72
2020,Delhi,Kochi,211,144,32,387,8118413,4.766941519,247,63.82
2020,Rajasthan,Hyderabad,104,67,18,189,18506087,1.021285591,131,69.31
2022,Kerala,Lucknow,218,109,21,348,16279892,2.137606318,181,52.01
2021,West Bengal,Jaipur,196,18,48,262,23759415,1.102720753,228,87.02
2022,West Bengal,New Delhi,227,80,11,318,13882850,2.290595951,311,97.8
2022,Kerala,Jaipur,284,149,9,442,18608282,2.375286445,78,17.65
2020,West Bengal,Hyderabad,131,58,12,201,19685326,1.021065132,74,36.82
2020,Delhi,Bengaluru,181,101,40,322,20052263,1.605803794,319,99.07
2020,Rajasthan,Jaipur,168,141,29,338,6938142,4.87162125,122,36.09
2021,West Bengal,Kolkata,220,118,13,351,24231468,1.448529656,294,83.76
2020,Tamil Nadu,Chennai,158,30,16,204,13458273,1.515796269,115,56.37
2022,Maharashtra,New Delhi,103,115,14,232,22409859,1.035258633,31,13.36
2022,Bengaluru,Bengaluru,138,60,28,226,10813325,2.090013941,103,45.58
2023,Kerala,Chennai,190,117,10,317,16803722,1.886486815,77,24.29
2022,West Bengal,Jaipur,117,39,17,173,7811636,2.214644922,31,17.92
2023,Rajasthan,Lucknow,136,146,48,330,22117211,1.492050693,327,99.09
2020,Bengaluru,Mumbai,61,143,41,245,5905556,4.148635624,207,84.49
2022,Gujarat,Kolkata,125,112,48,285,23808552,1.197048859,240,84.21
2020,Kerala,New Delhi,60,32,5,97,13503471,0.718333827,76,78.35
2023,Rajasthan,Ahmedabad,273,145,46,464,7825576,5.929276005,430,92.67
2021,Maharashtra,New Delhi,118,140,37,295,13110025,2.250186403,254,86.1
2022,Tamil Nadu,Hyderabad,209,39,40,288,21746728,1.32433716,89,30.9
2020,Karnataka,Mumbai,114,51,42,207,26829861,0.77152841,58,28.02
2020,Karnataka,Jaipur,206,97,11,314,2613984,12.0123153,164,52.23
2023,Delhi,Jaipur,198,140,47,385,11922379,3.229221282,106,27.53
2020,Karnataka,Kolkata,146,110,22,278,3533930,7.866596113,84,30.22
2023,West Bengal,Mumbai,71,75,30,176,12159202,1.447463411,134,76.14
2021,Gujarat,Ahmedabad,221,27,20,268,23855414,1.123434705,207,77.24
2023,Delhi,Bengaluru,205,139,12,356,15372044,2.315892408,328,92.13
2022,West Bengal,Jaipur,228,36,9,273,12132746,2.25010892,242,88.64
2023,Karnataka,Hyderabad,219,64,29,312,2039944,15.2945375,312,100
2021,Karnataka,Chennai,261,126,46,433,18659647,2.320515495,249,57.51
2020,Karnataka,Kochi,280,70,45,395,19282473,2.048492431,74,18.73
2023,Rajasthan,Hyderabad,292,21,6,319,20056459,1.59051007,105,32.92
2023,Gujarat,Kochi,142,106,46,294,5212950,5.63980088,182,61.9
2020,Kerala,New Delhi,196,131,8,335,20753760,1.614165337,215,64.18
2023,Rajasthan,Kolkata,276,61,32,369,10416513,3.542452258,210,56.91
2023,Uttar Pradesh,Lucknow,142,100,50,292,6490482,4.49889546,216,73.97
2020,Tamil Nadu,Hyderabad,237,113,41,391,24582188,1.59058258,341,87.21
2022,Karnataka,Chennai,278,20,34,332,29484712,1.126007268,286,86.14
2023,Delhi,Bengaluru,106,43,24,173,17787351,0.97260126,51,29.48
2023,Bengaluru,New Delhi,269,136,32,437,7919228,5.518214654,116,26.54
2021,Tamil Nadu,Chennai,132,126,26,284,5120113,5.546752581,77,27.11
2022,Gujarat,Kochi,186,85,42,313,12393503,2.525516797,188,60.06
2021,Rajasthan,Mumbai,234,138,6,378,8707359,4.341155567,177,46.83
2022,Uttar Pradesh,Hyderabad,227,149,5,381,8021795,4.749560416,357,93.7
2021,Gujarat,Ahmedabad,162,59,49,270,8472968,3.186604741,31,11.48
2021,Kerala,New Delhi,285,30,26,341,29047165,1.173952776,284,83.28
2020,Rajasthan,New Delhi,232,114,13,359,28706732,1.250577739,290,80.78
2021,Rajasthan,Kolkata,94,47,28,169,4688711,3.604402148,132,78.11
2020,Gujarat,Jaipur,195,144,9,348,13951735,2.494313431,261,75
2023,Delhi,New Delhi,284,62,24,370,9571903,3.865480041,356,96.22
2022,West Bengal,Bengaluru,93,98,44,235,12421400,1.891896244,231,98.3
2023,West Bengal,Jaipur,170,124,38,332,23897993,1.389238,174,52.41
2020,Rajasthan,Lucknow,77,90,50,217,16820445,1.290096665,36,16.59
2021,West Bengal,Kochi,78,86,35,199,28398961,0.700729861,177,88.94
2023,Uttar Pradesh,Chennai,85,96,19,200,6459625,3.096154963,78,39
2022,Maharashtra,Hyderabad,165,31,42,238,19760747,1.20440791,161,67.65
2020,Tamil Nadu,Kochi,126,88,5,219,22018147,0.994634108,70,31.96
2022,Uttar Pradesh,Ahmedabad,73,64,50,187,13071688,1.4305727,173,92.51
2020,Delhi,Mumbai,118,103,19,240,19362295,1.239522484,153,63.75
2023,Gujarat,Kochi,200,102,17,319,3521462,9.058737536,182,57.05
2023,Maharashtra,Kochi,278,59,38,375,20769333,1.805546668,158,42.13
2020,Kerala,Kolkata,273,78,43,394,7219928,5.457118132,67,17.01
2023,Delhi,Mumbai,93,73,39,205,15977828,1.283027956,182,88.78
2020,Rajasthan,Bengaluru,209,19,39,267,9776109,2.731147944,124,46.44
2021,Karnataka,Ahmedabad,201,129,40,370,3891825,9.507107848,110,29.73
2023,Gujarat,Ahmedabad,59,138,33,230,14064777,1.635290769,48,20.87
2022,Gujarat,New Delhi,102,145,10,257,18563659,1.384425344,142,55.25
2023,Kerala,Kochi,256,118,28,402,17462839,2.302031187,229,56.97
2023,Kerala,Jaipur,128,97,38,263,8350366,3.149562546,223,84.79
2023,Kerala,Kochi,199,50,44,293,28241423,1.037483132,277,94.54
2023,Tamil Nadu,Kolkata,236,44,19,299,26732065,1.118506932,74,24.75
2022,Tamil Nadu,Chennai,243,76,28,347,11669308,2.973612488,116,33.43
2022,Rajasthan,Bengaluru,92,146,31,269,16608364,1.61966585,246,91.45
2020,Uttar Pradesh,Ahmedabad,264,70,17,351,11727423,2.992984904,293,83.48
2021,Maharashtra,Bengaluru,131,27,38,196,3563533,5.500159533,102,52.04
2023,Delhi,Hyderabad,145,66,40,251,7385775,3.398424674,145,57.77
2020,Karnataka,Jaipur,294,41,19,354,26740700,1.323824732,149,42.09
2020,Kerala,Mumbai,109,51,34,194,23765775,0.81629991,89,45.88
2022,Uttar Pradesh,Kochi,135,57,15,207,19046942,1.08678863,75,36.23
2023,Bengaluru,Kolkata,115,33,41,189,6771186,2.79123923,102,53.97
2020,Karnataka,Lucknow,272,42,50,364,21180182,1.718587687,279,76.65
2022,West Bengal,Kolkata,179,100,20,299,15495643,1.929574655,112,37.46
2020,Bengaluru,Kochi,255,92,44,391,29200061,1.339038299,389,99.49
2023,Delhi,Lucknow,251,12,47,310,25908532,1.196517039,176,56.77
2022,Uttar Pradesh,Chennai,129,110,22,261,20157456,1.294806249,210,80.46
2022,Rajasthan,Kochi,53,89,46,188,24449400,0.768935025,183,97.34
2022,Gujarat,Bengaluru,219,59,7,285,21230941,1.342380444,79,27.72
2021,West Bengal,Bengaluru,52,106,19,177,8319722,2.127474932,82,46.33
2023,Tamil Nadu,Hyderabad,100,50,7,157,12316319,1.274731517,54,34.39
2022,Kerala,Lucknow,141,32,16,189,12733005,1.484331468,57,30.16
2020,Rajasthan,Hyderabad,209,90,35,334,9568073,3.490776042,40,11.98
2021,Bengaluru,Hyderabad,299,143,15,457,4277707,10.68329364,427,93.44
2022,Maharashtra,New Delhi,57,147,9,213,18017255,1.182200063,143,67.14
2021,Tamil Nadu,Ahmedabad,214,17,50,281,20694335,1.35785953,157,55.87
2022,Tamil Nadu,Kolkata,236,122,21,379,8967711,4.226273572,231,60.95
2021,West Bengal,Chennai,245,85,16,346,16439260,2.104717609,130,37.57
2023,West Bengal,New Delhi,203,53,46,302,17264531,1.749251109,181,59.93
2021,Rajasthan,Mumbai,188,96,6,290,6284745,4.614347917,256,88.28
2020,Uttar Pradesh,Jaipur,292,100,17,409,11506904,3.55438787,31,7.58
2023,Maharashtra,Lucknow,87,46,20,153,29364321,0.521040483,101,66.01
2022,Bengaluru,Ahmedabad,163,131,27,321,17029987,1.884910423,227,70.72
2022,Rajasthan,Ahmedabad,151,51,40,242,20871748,1.159462063,211,87.19
2021,Maharashtra,Chennai,189,54,43,286,15330341,1.865581464,143,50
2022,Maharashtra,Hyderabad,297,78,46,421,26788998,1.571540675,178,42.28
2020,Rajasthan,Kochi,164,15,46,225,22033884,1.021154509,125,55.56
2021,Gujarat,New Delhi,146,115,14,275,8543276,3.218905722,147,53.45
2021,Kerala,Chennai,180,80,11,271,7523178,3.602201091,180,66.42
2022,Tamil Nadu,Bengaluru,213,46,30,289,14368384,2.011360498,31,10.73
2022,Kerala,Lucknow,256,123,10,389,16600500,2.343302913,245,62.98
2020,Gujarat,Hyderabad,246,64,12,322,3010036,10.69754647,141,43.79
2020,Uttar Pradesh,Kolkata,169,138,11,318,18460235,1.722621624,219,68.87
